Country,Year,Total_Emissions_UNFCCC,Total_Net_Emissions_UNFCCC
AT,1990,79621.23653,65865.19574
AT,1991,83293.09815,64223.53405
AT,1992,76723.74943,63236.59931
AT,1993,77094.77495,61454.65025
AT,1994,77304.14579,64221.88426
AT,1995,80570.10731,62173.43165
AT,1996,83756.49625,68816.65227
AT,1997,83380.10321,61067.43437
AT,1998,82702.45726,62072.20426
AT,1999,81161.21077,59193.07037
AT,2000,81388.76419,63328.75757
AT,2001,85278.36358,60855.01613
AT,2002,87042.7544,71158.4682
AT,2003,92414.37058,81454.11142
AT,2004,92214.45494,76402.46456
AT,2005,93340.71697,78113.0226
AT,2006,90899.93471,82418.26613
AT,2007,88097.05372,80090.45954
AT,2008,87509.81663,77713.53198
AT,2009,80896.16723,71390.94949
AT,2010,85441.91503,73708.18791
AT,2011,83250.54725,72223.4325
AT,2012,80487.1114,71330.88544
AT,2013,80867.74624,75848.0399
AT,2014,77215.1644,67387.46943
AT,2015,79358.98369,75273.99819
AT,2016,80319.39742,72194.71465
AT,2017,82635.36107,78205.06326
AT,2018,79441.49409,81272.80072
AT,2019,80640.66815,86642.58835
AT,2020,74678.7887,73728.9176
AT,2021,78073.24983,74711.50572
AT,2022,73515.15099,73308.67881
AT,2023,68695.9233,76225.90876
BE,1990,145640.24214,142801.07132
BE,1991,148407.17982,146035.9398
BE,1992,147829.62986,145641.40393
BE,1993,146549.57765,144351.84551
BE,1994,151197.97107,149254.56243
BE,1995,153314.97512,151146.67343
BE,1996,156872.15566,154512.11939
BE,1997,148399.61067,146489.7873
BE,1998,153669.42558,151207.34807
BE,1999,147244.38529,145107.41923
BE,2000,148430.71848,146703.90297
BE,2001,146846.33698,145280.12457
BE,2002,146926.5475,144758.08414
BE,2003,147242.96654,145169.75029
BE,2004,148087.172,146281.82429
BE,2005,145000.90096,143139.796
BE,2006,142370.69923,140524.53591
BE,2007,138761.60656,137209.15664
BE,2008,138741.15069,137254.83596
BE,2009,126086.70332,124758.14108
BE,2010,133281.83805,132803.56547
BE,2011,122863.01587,122426.69243
BE,2012,120158.11699,119667.7261
BE,2013,120235.756,119317.6654
BE,2014,114502.96176,113539.88127
BE,2015,118670.1178,117818.94364
BE,2016,117228.92106,116450.81076
BE,2017,116613.09668,115953.48907
BE,2018,117365.46815,116742.31064
BE,2019,116324.42455,115937.38571
BE,2020,106967.9077,106569.26859
BE,2021,109764.29461,109433.88024
BE,2022,102976.57499,102460.18337
BE,2023,98221.22971,97915.16454
BG,1990,99008.1162,81762.03014
BG,1991,81004.9365,63801.70836
BG,1992,75470.73205,58874.47634
BG,1993,74787.04124,58017.54513
BG,1994,70693.94897,53892.47559
BG,1995,72253.71636,55418.4868
BG,1996,72692.7324,56584.19749
BG,1997,69481.07289,53249.81906
BG,1998,65451.00014,49480.2876
BG,1999,58423.75217,42651.25283
BG,2000,57559.31755,40812.99459
BG,2001,60459.42342,46453.43915
BG,2002,57862.9706,43608.57921
BG,2003,62757.12195,48840.95956
BG,2004,61884.71433,47310.7256
BG,2005,62413.59184,46806.66905
BG,2006,63169.1098,50618.03222
BG,2007,67015.05319,53623.99241
BG,2008,65672.93376,53781.30525
BG,2009,56777.20489,44708.83634
BG,2010,59425.53286,47917.18348
BG,2011,64807.63553,56558.94915
BG,2012,59733.12729,51924.39069
BG,2013,54318.81547,47500.66672
BG,2014,57333.85523,49247.33034
BG,2015,60495.88085,52852.90599
BG,2016,57866.03503,48418.04722
BG,2017,59657.82138,50230.85058
BG,2018,55294.83322,45787.33406
BG,2019,53987.25721,44760.12051
BG,2020,47985.30778,38716.2492
BG,2021,54101.5506,44899.85485
BG,2022,58459.64768,49305.72252
BG,2023,45364.9248,36763.85231
CH,1990,55243.89386,52577.4385
CH,1991,57079.63814,50243.61298
CH,1992,56814.19162,52110.14189
CH,1993,54234.76738,48901.82898
CH,1994,53145.82365,51220.14611
CH,1995,54036.28518,49865.96536
CH,1996,54617.52292,47140.90851
CH,1997,53415.76335,49234.82595
CH,1998,54944.03332,51341.75802
CH,1999,54725.93647,53339.37066
CH,2000,54065.42928,57992.89598
CH,2001,55577.76168,55426.19108
CH,2002,54004.43567,51317.26012
CH,2003,55037.48992,53002.06377
CH,2004,55624.73696,50800.56551
CH,2005,56302.54624,53905.48843
CH,2006,55922.78244,55357.08306
CH,2007,54017.79198,52456.81872
CH,2008,55388.03169,53524.69138
CH,2009,53907.98922,51643.51554
CH,2010,55507.0925,53296.17343
CH,2011,51356.03093,47997.91545
CH,2012,52736.98154,52310.8047
CH,2013,53561.07825,53328.17871
CH,2014,49614.68214,45618.05031
CH,2015,49102.02318,50275.61402
CH,2016,49457.3766,46252.78383
CH,2017,48562.28908,46740.59172
CH,2018,47010.32821,48130.19303
CH,2019,46766.8571,43621.84325
CH,2020,44139.97184,42917.19233
CH,2021,45455.29541,45064.30734
CH,2022,41894.70681,40465.22701
CH,2023,40846.91968,42146.11779
CY,1990,5580.67498,5427.60782
CY,1991,6083.70646,5916.72322
CY,1992,6520.1407,6347.4918
CY,1993,6805.92348,6631.11863
CY,1994,7060.43645,6877.08631
CY,1995,6973.04864,6793.01427
CY,1996,7344.15765,7158.79996
CY,1997,7436.28447,7252.06896
CY,1998,7750.19042,7559.69938
CY,1999,8025.31884,7826.94203
CY,2000,8298.24692,8155.74178
CY,2001,8234.86455,8066.2693
CY,2002,8470.76619,8268.8308
CY,2003,8860.04658,8646.02846
CY,2004,9087.14371,8872.59437
CY,2005,9228.59448,9007.76696
CY,2006,9479.82988,9257.34211
CY,2007,9788.59959,9605.71119
CY,2008,10013.77607,9763.93703
CY,2009,9767.90618,9490.25256
CY,2010,9437.35797,9172.31993
CY,2011,9168.97572,8868.19596
CY,2012,8630.62009,8336.99681
CY,2013,7923.67297,7626.38738
CY,2014,8279.09775,7979.9889
CY,2015,8325.87562,8029.76898
CY,2016,8770.06888,8579.17608
CY,2017,8935.54152,8628.51007
CY,2018,8825.81079,8523.49934
CY,2019,8424.25954,8127.21837
CY,2020,8069.80864,7771.26465
CY,2021,8185.03226,7949.70599
CY,2022,8342.84917,8043.45951
CY,2023,8503.50062,8192.92387
CZ,1990,196261.24728,186706.09884
CZ,1991,178714.70439,167753.95856
CZ,1992,172919.6548,161873.20425
CZ,1993,166769.41838,154838.31313
CZ,1994,158024.74227,147314.78369
CZ,1995,157587.96432,146609.02719
CZ,1996,160775.83196,150041.98912
CZ,1997,156107.81555,146425.04643
CZ,1998,150186.12528,140728.69769
CZ,1999,140059.42532,130461.88881
CZ,2000,149946.35341,139649.67275
CZ,2001,150172.61522,139866.23999
CZ,2002,146330.20174,136221.34929
CZ,2003,148368.87877,138692.24435
CZ,2004,149892.04713,140478.04774
CZ,2005,147963.35891,138476.74412
CZ,2006,149161.20112,140559.71107
CZ,2007,150732.18856,142345.83257
CZ,2008,145300.24621,135903.47672
CZ,2009,136313.38195,127259.90164
CZ,2010,139771.80028,131350.8576
CZ,2011,136993.78292,127980.47958
CZ,2012,133292.95815,124040.08483
CZ,2013,128514.16927,119935.63718
CZ,2014,126002.638,117541.17235
CZ,2015,126415.41954,117895.25954
CZ,2016,128433.37444,120794.08605
CZ,2017,129363.62478,123141.31779
CZ,2018,126949.26868,125679.52488
CZ,2019,121533.69971,126296.22056
CZ,2020,112032.98503,119492.62593
CZ,2021,117402.02645,121829.20402
CZ,2022,115006.84935,116453.96338
CZ,2023,102486.64236,98918.21742
DE,1990,1252397.33799,1288424.63535
DE,1991,1206567.46246,1193733.1748
DE,1992,1157074.41288,1139554.49907
DE,1993,1147917.37428,1122594.756
DE,1994,1129646.31033,1112282.9307
DE,1995,1122690.5808,1116100.53345
DE,1996,1140026.49641,1132834.9256
DE,1997,1104232.83167,1095821.20658
DE,1998,1079170.86898,1064363.79328
DE,1999,1045171.84871,1034922.1788
DE,2000,1042347.01854,1047035.41392
DE,2001,1056831.42121,1053964.63432
DE,2002,1035156.7729,1062457.49889
DE,2003,1026713.70615,1064035.5832
DE,2004,1003305.73353,1028575.94003
DE,2005,989744.2191,1011061.44949
DE,2006,1003267.42992,1015196.17631
DE,2007,962985.9366,966658.26115
DE,2008,971035.79429,968175.31037
DE,2009,902261.55458,902533.98521
DE,2010,930249.82622,935554.81957
DE,2011,906735.16016,905519.01431
DE,2012,916997.18523,919071.93994
DE,2013,933985.93203,933525.55084
DE,2014,893549.48646,903696.42412
DE,2015,901825.99819,907557.39551
DE,2016,897287.22661,906164.03641
DE,2017,882232.05366,886219.13362
DE,2018,852858.34189,936055.3436
DE,2019,798048.05135,870169.04327
DE,2020,732993.34173,809649.27367
DE,2021,761426.75497,824513.98569
DE,2022,748792.71341,824396.17927
DE,2023,672020.32454,740673.12966
DK,1990,72471.1967,79170.4966
DK,1991,83233.8121,89202.94381
DK,1992,77273.48356,84155.12896
DK,1993,79671.42065,85229.75016
DK,1994,83567.0763,88637.96312
DK,1995,80651.29228,85920.05193
DK,1996,93742.33593,98299.16823
DK,1997,84140.11348,89172.91713
DK,1998,80189.54426,85137.17107
DK,1999,77456.48895,82715.10861
DK,2000,73113.55193,78154.80404
DK,2001,74676.18985,79208.41205
DK,2002,74182.57012,79785.55768
DK,2003,79164.84185,84526.06368
DK,2004,73206.05931,78370.61602
DK,2005,68893.09217,73820.51098
DK,2006,76562.14899,81942.70861
DK,2007,71860.28459,77402.78759
DK,2008,68226.80825,72264.72597
DK,2009,65488.91495,68806.55112
DK,2010,65660.0383,67951.70179
DK,2011,60422.61149,61966.10196
DK,2012,55850.75368,56824.46844
DK,2013,57549.66187,58141.94226
DK,2014,53343.62918,54239.12047
DK,2015,50599.62615,50543.67987
DK,2016,52596.36675,53424.84751
DK,2017,50235.82405,50923.14952
DK,2018,50074.5282,52558.68483
DK,2019,46105.71298,47581.1504
DK,2020,43475.67637,44702.74388
DK,2021,44382.87247,44533.68347
DK,2022,42781.03164,42362.74679
DK,2023,39285.81767,38785.36868
EE,1990,40277.57525,35307.5289
EE,1991,37402.9559,32580.34671
EE,1992,27221.59334,23179.1583
EE,1993,21758.72715,16832.267
EE,1994,22232.88381,17841.63384
EE,1995,20069.52532,15505.13893
EE,1996,21012.96476,16152.00688
EE,1997,20711.36242,15723.80928
EE,1998,18981.96635,14474.31851
EE,1999,17811.74495,14393.24304
EE,2000,17436.3809,14482.31155
EE,2001,17872.4064,15534.29793
EE,2002,17286.47069,16015.55929
EE,2003,19221.00131,18731.94869
EE,2004,19358.95198,17977.25931
EE,2005,19136.75964,16694.41713
EE,2006,18483.2154,13765.78716
EE,2007,22034.11318,16873.74981
